block,epoch,train_loss,train_task_loss,train_code_loss,train_constraint_loss,train_hard_acc,temperature,next_learning_rate,unclipped_gradient_l2_max,validation_soft_acc,validation_hard_acc,validation_acc_gap,validation_soft_loss,validation_hard_loss,validation_loss_gap,elapsed_seconds
0,1,3.1640701181030275,3.0054960612487793,0.45413775873184203,45.039615100097656,0.21296,1.5,0.02982455885348071,0.021039649844169617,0.22555,0.24845,0.022900000000000004,3.540128126525879,2.8321443023681643,0.7079838241577145,76.78993128804723
0,2,2.920355291213989,2.78637645072937,0.4316659536075592,26.062350189819337,0.25421,1.4157273236789423,0.02930255535720594,0.014214213006198406,0.2331,0.263,0.02990000000000001,3.212927532196045,2.7725682914733887,0.4403592407226564,152.47893067402765
0,3,2.868146700210571,2.7362162724304198,0.42467918480873107,25.760626920776367,0.26803,1.3361892366740935,0.028446842969684243,0.01353351678699255,0.2349,0.2659,0.031000000000000028,3.0466976692199705,2.7502236442565917,0.2964740249633788,227.93477752199396
0,4,2.845869042434692,2.714702166442871,0.42093948353767396,25.93199997253418,0.27456,1.2611197413101487,0.027278492169843002,0.01423155702650547,0.24155,0.26835,0.02679999999999999,2.948427635192871,2.728509290313721,0.21991834487914996,303.5004261700087
0,5,2.8337728034973146,2.702800888824463,0.4194337055492401,26.113486077270508,0.27806,1.190267784135798,0.0258262716319083,0.014626179821789265,0.2495,0.2723,0.022799999999999987,2.888215250015259,2.725716418457031,0.16249883155822786,379.16680201300187
0,6,2.822008648147583,2.691412269668579,0.4169589411354065,26.356639119873048,0.28094,1.1233964163305585,0.024125939845167744,0.015151494182646275,0.2534,0.28,0.026600000000000013,2.847682831192017,2.7108964317321775,0.13678639945983928,454.6486607120023
0,7,2.812099288406372,2.681682373199463,0.4155968904876709,26.51768603820801,0.28328,1.0602820012814511,0.022219364621288543,0.015846354886889458,0.2589,0.2806,0.021699999999999997,2.8160567558288574,2.705144278717041,0.11091247711181618,530.4287371340324
0,8,2.8038392558288576,2.673564706878662,0.4138741886138916,26.806001865844728,0.28686,1.0007134666794277,0.020153492169843003,0.017044672742486,0.2628,0.28555,0.022750000000000048,2.793115733337402,2.6975492431640626,0.09556649017333951,605.8412515140371
0,9,2.79982070854187,2.66952305519104,0.41302751133918764,27.040767874755858,0.28818,0.9444915986343616,0.017979191126823293,0.016959479078650475,0.2651,0.2849,0.019799999999999984,2.780216865539551,2.7092084659576416,0.0710083995819093,681.3033686780254
0,10,2.7950407121276855,2.6647274877929688,0.412622610912323,27.15757203125,0.28763,0.8914283754479135,0.01575,0.019235771149396896,0.2659,0.2885,0.022599999999999953,2.7682397216796875,2.695305978393555,0.07293374328613256,756.9936269530444
