block,epoch,train_loss,train_task_loss,train_code_loss,train_constraint_loss,temperature,next_learning_rate,unclipped_gradient_l2_max,validation_soft_acc,validation_hard_acc,validation_acc_gap,validation_soft_loss,validation_hard_loss,validation_loss_gap,elapsed_seconds
0,1,2.465741294475425,2.3405270779426837,0.499192807298856,0.4160680852196192,1.5,0.029956072005697075,0.02070571482181549,0.1037037037037037,0.18888888888888888,0.08518518518518518,2.2977453161168984,2.148583080150463,0.1491622359664353,2.7889804969890974
0,2,2.011125133164648,1.9044615304365742,0.42501665204881955,0.40943429113477586,1.4583352745271003,0.029824558853480714,0.035124521702528,0.1,0.562962962962963,0.462962962962963,2.29114990234375,1.6861863878038195,0.6049635145399304,2.964561837987276
0,3,1.7193049142165324,1.6232788613986286,0.38247480583077115,0.4073246174989092,1.4178278486200222,0.029606271365666893,0.019732410088181496,0.1037037037037037,0.6703703703703704,0.5666666666666667,2.279765263310185,1.5504633020471643,0.7293019612630207,3.1328510849853046
0,4,1.5870184149169315,1.4963926002916688,0.36087717259319035,0.4065567233681963,1.3784455765662986,0.02930255535720594,0.01999274082481861,0.2111111111111111,0.6703703703703704,0.45925925925925926,2.2606599030671295,1.4945716010199652,0.7660883020471643,3.324847432988463
0,5,1.5116132897048502,1.4243948116317664,0.3472476197360713,0.40658479378919515,1.3401572055483202,0.028915283338285837,0.020234111696481705,0.3814814814814815,0.7296296296296296,0.34814814814814815,2.232845504195602,1.429959445529514,0.802886058666088,3.508285753981909
0,6,1.4382565864610026,1.354184218029608,0.33465967317279977,0.4074609836559023,1.302932350841854,0.028446842969684243,0.020302969962358475,0.48148148148148145,0.7111111111111111,0.22962962962962968,2.1949851707175925,1.3830179850260416,0.8119671856915509,3.6748925120045897
0,7,1.4092868882318101,1.3264190114103998,0.3298344736594289,0.40927532699341423,1.2667414717034635,0.027900122342045815,0.020742425695061684,0.5592592592592592,0.725925925925926,0.16666666666666674,2.1461181640625,1.364348461009838,0.781769703052662,3.8433747139933985
0,8,1.3885172082017885,1.306880102995946,0.32489961027719716,0.4122223590656985,1.2315558479276891,0.027278492169843002,0.022366998717188835,0.6185185185185185,0.7481481481481481,0.12962962962962965,2.086390968605324,1.3725443522135417,0.7138466163917825,4.020510064001428
0,9,1.3645798005845307,1.28371312462724,0.3217997802043587,0.4166989848076965,1.1973475570553882,0.026585785009800442,0.021083824336528778,0.6777777777777778,0.7592592592592593,0.08148148148148149,2.019691071686921,1.3355457447193286,0.6841453269675926,4.191846656991402
0,10,1.3483733176805712,1.2683118264070083,0.3185548202424364,0.4227910644019892,1.1640894522151484,0.0258262716319083,0.020994171500205994,0.7,0.7518518518518519,0.05185185185185193,1.9492115162037038,1.3435684769241898,0.605643039279514,4.358142079989193
0,11,1.3290232227449865,1.2497247751496952,0.3154726993639316,0.43026582724818563,1.131755140580187,0.02500463468870512,0.020556550472974777,0.725925925925926,0.774074074074074,0.04814814814814805,1.8794047037760417,1.3172582555700232,0.5621464482060186,4.532265949004795
0,12,1.30939682438531,1.230885159523599,0.31229237276785127,0.43856471464002333,1.1003189624236425,0.02412593984516774,0.019061511382460594,0.7481481481481481,0.762962962962963,0.014814814814814836,1.8130959969979745,1.3207909478081596,0.4923050491898149,4.69589929599897
0,13,1.3120976086163578,1.2334785210109458,0.3126868133565786,0.4473672239858192,1.0697559707556379,0.023195604547202268,0.01907360926270485,0.774074074074074,0.7666666666666667,0.007407407407407307,1.7519063313802083,1.3266798231336805,0.42522650824652786,4.8715614569955505
0,14,1.3140072384426873,1.2353625643699058,0.3127545773888165,0.45603983662577974,1.040041911525952,0.02221936462128854,0.018553566187620163,0.7888888888888889,0.7481481481481481,0.040740740740740744,1.6974324544270833,1.309657457139757,0.38777499728732634,5.037237351003569
0,15,1.3100221099223803,1.2316053818404533,0.31180868866240685,0.46454113992131124,1.011153204376593,0.02120323891120253,0.01951984502375126,0.8037037037037037,0.7407407407407407,0.062962962962963,1.6501844618055554,1.300614646629051,0.34956981517650454,5.202357197005767
0,16,1.3008701513945915,1.2227481764844228,0.3105973349076562,0.47263555765720994,0.9830669239289972,0.020153492169843003,0.018459457904100418,0.8074074074074075,0.7777777777777778,0.029629629629629672,1.6087032741970486,1.317135168004919,0.2915681061921296,5.3686822169984225
0,17,1.2878898762480646,1.210320456595106,0.3083567355678683,0.4802386068406329,0.9557607815910043,0.019076596434946656,0.018484938889741898,0.8148148148148148,0.7703703703703704,0.0444444444444444,1.5720352737991898,1.291012008101852,0.28102326569733793,5.536098533979384
0,18,1.2763104211174503,1.199226394852856,0.30638670824118425,0.487347006655536,0.9292131078691687,0.017979191126823293,0.018551219254732132,0.8148148148148148,0.7703703703703704,0.0444444444444444,1.5388118037471066,1.2923579463252315,0.2464538574218751,5.702433462982299
0,19,1.2727085626021015,1.1958608689911325,0.3054146466505556,0.49404784847368016,0.9034028351723762,0.01686804211412179,0.021072277799248695,0.8111111111111111,0.7555555555555555,0.05555555555555558,1.5087626139322916,1.296331787109375,0.2124308268229167,5.878425147006055
0,20,1.2728132777680645,1.196070291830987,0.304970845710501,0.5002646797122515,0.878309481093112,0.01575,0.020077059045433998,0.8185185185185185,0.7703703703703704,0.04814814814814816,1.4824806495949074,1.2799474645543982,0.2025331850405092,6.046368646988412
0,21,1.2728123756847214,1.1960620670538624,0.30497785063138916,0.5058188930141992,0.8539131321531191,0.014631957885878212,0.018706372007727623,0.8222222222222222,0.762962962962963,0.059259259259259234,1.4595235188802083,1.2759428801359953,0.18358063874421293,6.22990693198517
0,22,1.2661648246155148,1.1897882964749515,0.30346251178944783,0.5108986020372704,0.8301944280005433,0.013520808873176715,0.018110031262040138,0.8296296296296296,0.7851851851851852,0.0444444444444444,1.4395399305555556,1.269999412254051,0.16954051830150463,6.4008498689800035
0,23,1.2647942593862067,1.1884460292738777,0.30333107752561,0.5154983300297812,0.8071345460460275,0.01242340356505335,0.02063283696770668,0.8333333333333334,0.762962962962963,0.07037037037037042,1.4225099916811343,1.3020966706452546,0.12041332103587976,6.571203252999112
0,24,1.2568091027017805,1.1808403171806365,0.3017961340189549,0.5197433856810098,0.7847151865255602,0.011346507830157001,0.023339057341217995,0.8296296296296296,0.7407407407407407,0.0888888888888889,1.4067699291087963,1.272979736328125,0.13379019278067128,6.75058482500026
0,25,1.2570260343043314,1.1809398746718085,0.3022499557706033,0.5236660414682842,0.7629185579782249,0.010296761088797473,0.02015409618616104,0.8185185185185185,0.7666666666666667,0.051851851851851816,1.3926502369068288,1.2846216272424769,0.1080286096643519,6.927889279002557
0,26,1.2609612975883029,1.184730600248563,0.30281383671642964,0.5272219816464323,0.7417273631273293,0.00928063537871146,0.019908316433429718,0.8185185185185185,0.774074074074074,0.04444444444444451,1.3804172092013889,1.2795716462311921,0.10084556297019676,7.09594011597801
0,27,1.248125588125716,1.1724943958205085,0.3004034496102906,0.5303307475319151,0.7211247851537042,0.00830439545279773,0.02145412005484104,0.8111111111111111,0.7777777777777778,0.033333333333333326,1.3696134214048032,1.2738986545138888,0.0957147668909144,7.271464980993187
0,28,1.249185860204431,1.1734021461095332,0.30100229942049406,0.5331511970256754,0.7010944743502823,0.007374060154832262,0.02085765451192856,0.8148148148148148,0.7555555555555555,0.059259259259259234,1.360027171947338,1.2748573585792824,0.08516981336805562,7.45370504699531
0,29,1.2474886334501947,1.1720383159679937,0.29965861619419776,0.5356830114301653,0.681620535147368,0.006495365311294887,0.021801546216011047,0.8111111111111111,0.774074074074074,0.03703703703703709,1.3515667950665509,1.2685042769820603,0.08306251808449061,7.622881416988093
0,30,1.2537952258459804,1.1779708183276436,0.30114586880117916,0.5379411885922355,0.6626875134982972,0.005673728368091701,0.02109111100435257,0.8037037037037037,0.737037037037037,0.06666666666666665,1.3442726417824074,1.2890178539134838,0.05525478786892357,7.817309550999198
0,31,1.2513368260604385,1.1756256690742293,0.300684856154564,0.5399553899074606,0.6442803846154805,0.004914214990199561,0.021008431911468506,0.7962962962962963,0.7962962962962963,0.0,1.3374159071180556,1.2664714671947337,0.07094443992332189,7.987735122995218
0,32,1.2539742515498717,1.1780033740337252,0.3017163012316043,0.541808344536389,0.6263845410470952,0.0042215078301570015,0.022288380190730095,0.8,0.7814814814814814,0.0185185185185186,1.3315602620442708,1.280107738353588,0.05145252369068287,8.158186678978382
0,33,1.2525102019594507,1.1766868146905467,0.3011195514537839,0.5434991864334902,0.6089857810849648,0.0035998776579541873,0.02233513630926609,0.8,0.7518518518518519,0.04814814814814816,1.3261255334924769,1.2855513961226852,0.04057413736979165,8.337307580979541
