block,epoch,train_loss,train_task_loss,train_code_loss,train_constraint_loss,temperature,next_learning_rate,unclipped_gradient_l2_max,validation_soft_acc,validation_hard_acc,validation_acc_gap,validation_soft_loss,validation_hard_loss,validation_loss_gap,elapsed_seconds
0,1,4.471017144181993,4.353254907989502,0.4692370301193661,0.45299962254630194,1.5,0.029921937008997892,0.02284422144293785,0.0628,0.0802,0.0174,4.509222804260254,4.18083123626709,0.3283915679931644,87.63450535701122
0,2,4.254884689500597,4.141692979770236,0.45092729173236423,0.4598838979297214,1.4442381139595977,0.029688603310456727,0.023222699761390686,0.095,0.1008,0.0058,4.379728997802735,4.067259510803223,0.31246948699951194,172.87802726399968
0,3,4.185769340006511,4.074249433051215,0.44419839622709484,0.4703021850215064,1.3905491532090506,0.029302555357205936,0.023224659264087677,0.1086,0.1056,0.0030000000000000027,4.273509661865234,4.019624951934815,0.25388470993041956,260.7984292029869
0,4,4.14248005549113,4.03196950217353,0.44011958418952096,0.48066457062827217,1.3388560575991697,0.028768022771407057,0.023404298350214958,0.1126,0.1046,0.008000000000000007,4.193000463104248,3.993561925506592,0.19943853759765595,345.91805151099106
0,5,4.117148414866129,4.0072746688842775,0.43753318315082124,0.49043675202263726,1.2890846316602715,0.02809086200392825,0.024588635191321373,0.1214,0.1134,0.007999999999999993,4.128724438476563,3.968115641784668,0.16060879669189454,432.49446886900114
0,6,4.092285399797228,3.9829157300313316,0.4354827748828464,0.4989675944328308,1.241163438108889,0.027278492169843,0.024477463215589523,0.1278,0.1158,0.011999999999999997,4.078441841888428,3.9459120784759523,0.1325297634124758,518.1494239179883
0,7,4.067970059288872,3.959132630411784,0.43332217656241523,0.5068719553099739,1.1950236953133275,0.026339813763052864,0.02514037676155567,0.1292,0.1264,0.002799999999999997,4.0364311538696285,3.930708638000488,0.10572251586914039,601.9581580279919
0,8,4.055034674919976,3.9465451137542726,0.43190154463450114,0.5141932624075148,1.1505991785708993,0.025285111140613725,0.02497284673154354,0.1324,0.1202,0.012199999999999989,4.0038789321899415,3.9182725868225097,0.08560634536743184,690.6304008190054
0,9,4.041291387854682,3.93308361714681,0.43074864914682176,0.5205998746660021,1.107826125055132,0.024125939845167737,0.026709511876106262,0.1342,0.1204,0.01380000000000002,3.97602039642334,3.9051246757507325,0.07089572067260752,775.6234324859979
0,10,4.02880374399821,3.9208786452823214,0.42959490045441523,0.5263912203364902,1.0666431422965288,0.022874999999999996,0.02612394653260708,0.135,0.1272,0.007800000000000001,3.9532317306518556,3.8938570739746092,0.059374656677246396,862.0491713969968
0,11,4.02045358060201,3.9127024982028535,0.4288783392482334,0.5314942390547859,1.0269911200655182,0.02154599716383015,0.02655702270567417,0.136,0.1268,0.009200000000000014,3.9339346130371093,3.885680531311035,0.04825408172607437,946.1415162339981
0,12,4.008697022840712,3.901227981736925,0.4277302554766337,0.5364946588304308,0.9888131455311191,0.020153492169843,0.02736385352909565,0.138,0.1266,0.011400000000000021,3.917889870452881,3.8780258056640626,0.03986406478881843,1034.3257798890118
0,13,4.0022236191643605,3.8949043996175132,0.42711357635392083,0.5408269818411933,0.9520544215735471,0.01871274159415307,0.029263518750667572,0.1368,0.1264,0.010399999999999993,3.9043993980407716,3.871515210723877,0.032884187316894575,1121.8626235160045
0,14,3.995723577541775,3.8885290033976236,0.42659972382121614,0.5446598754988776,0.9166621881335169,0.017239530601564062,0.02938266284763813,0.14,0.1322,0.007800000000000001,3.8923043418884276,3.861401515960693,0.030902825927734412,1208.413149458007
0,15,3.988156502193875,3.8811098164876303,0.4259950810061561,0.5479225492371453,0.8825856464853522,0.01575,0.031218286603689194,0.1408,0.1346,0.006200000000000011,3.8812121379852296,3.851771431732178,0.02944070625305173,1296.239007997996
0,16,3.9804063278622097,3.8735254373338486,0.4253187595208486,0.5511857347700331,0.8497758863252114,0.014260469398435937,0.030801253393292427,0.142,0.1314,0.010599999999999998,3.8727714767456054,3.850787129211426,0.021984347534179438,1384.466445972008
