block,epoch,train_loss,train_task_loss,train_code_loss,train_constraint_loss,temperature,next_learning_rate,unclipped_gradient_l2_max,validation_soft_acc,validation_hard_acc,validation_acc_gap,validation_soft_loss,validation_hard_loss,validation_loss_gap,elapsed_seconds
0,1,4.451312981499566,4.33396424730089,0.4674993794494205,0.4738568658881717,1.5,0.029921937008997892,0.022814417257905006,0.0552,0.0828,0.0276,4.511858270263672,4.177294680786133,0.33456358947753895,83.6555931410112
0,2,4.263524263339573,4.150329842122396,0.4508575120502048,0.48006016351911757,1.4442381139595977,0.029688603310456727,0.023382868617773056,0.0822,0.101,0.01880000000000001,4.389766619873047,4.081488422393798,0.30827819747924856,169.50486841300153
0,3,4.202672022332085,4.091020225185818,0.44465207101504006,0.4887697543727027,1.3905491532090506,0.029302555357205936,0.023740071803331375,0.1006,0.1066,0.006000000000000005,4.289841485595703,4.041468157958985,0.2483733276367186,256.4336031450075
0,4,4.159649880388048,4.049012275611029,0.4405607594701979,0.4974183141072591,1.3388560575991697,0.028768022771407057,0.023575929924845695,0.1092,0.1148,0.005599999999999994,4.211651184082031,4.012010079956054,0.1996411041259769,346.20424682699377
0,5,4.1374351570129395,4.027356979115804,0.4382926726500193,0.5050169983545939,1.2890846316602715,0.02809086200392825,0.02474856935441494,0.1124,0.1094,0.0030000000000000027,4.151265920257568,3.989292147064209,0.16197377319335926,433.90230875401176
0,6,4.111848542107476,4.002299991438124,0.43614636782010396,0.5119553475062052,1.241163438108889,0.027278492169843,0.024885138496756554,0.1166,0.119,0.0023999999999999994,4.102925608062744,3.968877542114258,0.13404806594848617,521.2111715110077
0,7,4.095203430769178,3.9860632144504122,0.4344866765446133,0.5185407755215963,1.1950236953133275,0.026339813763052864,0.025726115331053734,0.119,0.1176,0.0013999999999999985,4.063815165710449,3.9595405578613283,0.10427460784912057,608.1818277120183
0,8,4.079978192138672,3.971234218343099,0.4328783388826582,0.5243853623072307,1.1505991785708993,0.025285111140613725,0.02521544322371483,0.1204,0.1172,0.0031999999999999945,4.033821908569336,3.9393194686889648,0.0945024398803711,693.6172254520061
0,9,4.074085512627495,3.965483085632324,0.432291542784373,0.5295350136121114,1.107826125055132,0.024125939845167737,0.02732609212398529,0.1248,0.117,0.0077999999999999875,4.00789945678711,3.9290743324279784,0.07882512435913114,780.8761434500047
0,10,4.055642576005724,3.947400549146864,0.43083073309792413,0.5343274484634399,1.0666431422965288,0.022874999999999996,0.026875421404838562,0.1256,0.1214,0.004199999999999995,3.9862857345581055,3.9186892738342287,0.06759646072387682,867.9591339429899
0,11,4.047268421215481,3.9391997251722546,0.43011944817966885,0.538831508286794,1.0269911200655182,0.02154599716383015,0.027228543534874916,0.128,0.1184,0.009599999999999997,3.9686242553710938,3.920504108428955,0.04812014694213884,956.2799411960004
0,12,4.044537760755751,3.9366100379096136,0.4295394638061523,0.5428753546608819,0.9888131455311191,0.020153492169843,0.027493784204125404,0.1294,0.1276,0.001799999999999996,3.952495863342285,3.9011330623626708,0.05136280097961432,1040.887003418
0,13,4.032929294925266,3.9252185065375436,0.42865810652838815,0.546249321990543,0.9520544215735471,0.01871274159415307,0.03056648001074791,0.134,0.1248,0.009200000000000014,3.9397685623168943,3.9098858444213866,0.02988271789550767,1127.020403964998
0,14,4.029661706203885,3.922057709842258,0.42821825988557605,0.5494296978526645,0.9166621881335169,0.017239530601564062,0.030478402972221375,0.1344,0.1344,0.0,3.9282443115234376,3.8939108146667483,0.034333496856689294,1212.5670279900078
0,15,4.022102263980441,3.914675933032566,0.427495824681388,0.552362299601237,0.8825856464853522,0.01575,0.03210456669330597,0.1346,0.1278,0.0068000000000000005,3.91775617980957,3.899760568237305,0.017995611572265258,1299.2629814230022
0,16,4.013683115429348,3.9064086840311685,0.4268777397526635,0.5549684734980266,0.8497758863252114,0.014260469398435937,0.031372226774692535,0.1352,0.127,0.008199999999999985,3.909439047241211,3.882277783203125,0.02716126403808561,1386.1426074499905
0,17,4.011861195712619,3.904659206814236,0.4265785448021359,0.557357856994205,0.8181858155697792,0.012787258405846925,0.03331593796610832,0.1368,0.1298,0.007000000000000006,3.9009843040466308,3.877949945068359,0.023034358978271552,1474.4200848500186
0,18,4.004355656941732,3.8973305045233833,0.4258631223572625,0.5594319444974264,0.787770092764662,0.011346507830156997,0.0341789647936821,0.1368,0.131,0.0058,3.8932041778564455,3.8658447357177734,0.02735944213867203,1560.4623353760107
0,19,3.996704486846924,3.8898149753146702,0.4253126907136705,0.5613211052364773,0.7584850620054753,0.009954002836169847,0.03417067229747772,0.137,0.1312,0.0058,3.888345585632324,3.8726288055419924,0.015716780090331728,1648.255582148995
1,1,4.130365185377333,4.019691367001004,0.44078489050335357,0.47758682606485153,1.5,0.029921937008997892,0.022142278030514717,0.083,0.127,0.044,4.474424100494384,3.9183204387664796,0.5561036617279047,1737.1373864609923
