block,epoch,train_loss,train_task_loss,train_code_loss,train_constraint_loss,train_hard_acc,temperature,next_learning_rate,unclipped_gradient_l2_max,validation_soft_acc,validation_hard_acc,validation_acc_gap,validation_soft_loss,validation_hard_loss,validation_loss_gap,elapsed_seconds
2,1,2.277794046859741,2.1588543421936035,0.3294473592376709,36.577876227722165,0.39435,1.5,0.02982455885348071,0.013661220669746399,0.34595,0.3664,0.020450000000000024,3.0062379878997803,2.2471931083679197,0.7590448795318605,77.45917238900438
2,2,2.175274633255005,2.0933088638305666,0.30676087238311767,5.275546476593018,0.40827,1.4157273236789423,0.02930255535720594,0.012807820923626423,0.35285,0.3746,0.02174999999999999,2.5943372150421142,2.217089511871338,0.3772477031707764,153.3166259379941
2,3,2.141181965789795,2.0650284297943116,0.2980908629322052,1.6308226049423218,0.4146,1.3361892366740935,0.028446842969684243,0.013179628178477287,0.3633,0.37605,0.012749999999999984,2.4171353515625,2.212806374359131,0.20432897720336918,228.71030313399388
2,4,2.1200494442749025,2.0461542597198488,0.2927235325527191,0.7143001038742065,0.41975,1.2611197413101487,0.027278492169843002,0.013171094469726086,0.3674,0.3798,0.012400000000000022,2.3304507030487063,2.1965593742370606,0.13389132881164567,304.0861508100061
2,5,2.1057231536102297,2.0327274961853026,0.2901829972743988,0.44990305429458616,0.42318,1.190267784135798,0.0258262716319083,0.013521789573132992,0.3725,0.3835,0.01100000000000001,2.2799097129821777,2.1867615795135498,0.09314813346862794,379.7203431199887
2,6,2.0960998641967774,2.023800694923401,0.2877087162208557,0.3719860504055023,0.42566,1.1233964163305585,0.024125939845167744,0.013089616782963276,0.37765,0.37925,0.0015999999999999903,2.2468824241638186,2.1865745843887328,0.0603078397750858,455.15498015098274
2,7,2.087566760520935,2.0156335301971438,0.2863383655452728,0.3486399756526947,0.42752,1.0602820012814511,0.022219364621288543,0.013354926370084286,0.37955,0.38305,0.003500000000000003,2.226667672729492,2.1793974842071533,0.047270188522338774,531.1274068430066
2,8,2.079762657623291,2.0082955598449708,0.28450588691711426,0.3406309664154053,0.42855,1.0007134666794277,0.020153492169843003,0.014221349731087685,0.3805,0.3814,0.0009000000000000119,2.212876602554321,2.1895784687042235,0.023298133850097713,606.766352073988
2,9,2.0751389221954346,2.003777167739868,0.2840709941482544,0.3440106413269043,0.43057,0.9444915986343616,0.017979191126823293,0.014484523795545101,0.38055,0.38405,0.003500000000000003,2.20121208152771,2.1757514106750486,0.025460670852661238,682.2059885580093
2,10,2.070949639205933,1.9998609957122804,0.282949927611351,0.3511637058067322,0.43215,0.8914283754479135,0.01575,0.015343881212174892,0.3831,0.38645,0.0033500000000000196,2.19331365814209,2.1764059797286985,0.01690767841339147,757.7602874399745
2,11,2.0670230907821656,1.9960409201049805,0.2825037742757797,0.35622474694252015,0.43122,0.8413463388162279,0.013520808873176714,0.016329655423760414,0.38345,0.3843,0.0008499999999999619,2.1882878175735474,2.1754974491119383,0.01279036846160908,833.6396178450086
2,12,2.063430927734375,1.9926915505218505,0.28150774325370786,0.3624394056510925,0.43292,0.7940780003595833,0.011346507830157,0.016565388068556786,0.3838,0.3843,0.0005000000000000004,2.1846299243927003,2.1724029994964598,0.012226924896240554,909.4369074829738
2,13,2.0613871965026855,1.9906703517150879,0.28136810391426087,0.37481881737709044,0.43218,0.749465281494266,0.009280635378711459,0.018384600058197975,0.3844,0.38115,0.0032500000000000306,2.180067724990845,2.1750175165176393,0.005050208473205586,985.1292307159747
2,14,2.057220791244507,1.9864873418426514,0.2813878904628754,0.3864836051940918,0.43295,0.7073589847734414,0.00737406015483226,0.01929507963359356,0.3854,0.38355,0.0018500000000000183,2.1774901195526124,2.1725120178222657,0.00497810173034674,1060.6419464860228
3,1,2.099838994026184,1.9922265602874756,0.293059055314064,34.347667205810545,0.43265,1.5,0.02982455885348071,0.013874009251594543,0.36755,0.38735,0.01980000000000004,2.952572905731201,2.1702193437576294,0.7823535619735718,1137.5220008339966
3,2,2.0241204502105714,1.9513363125610352,0.2720958562374115,4.760169656982422,0.43934,1.4157273236789423,0.02930255535720594,0.012316434644162655,0.3722,0.39335,0.021150000000000002,2.5219533180236815,2.154547017288208,0.3674063007354733,1213.5372578399838
3,3,1.9998347100830078,1.931997105102539,0.26572309163570407,1.4068349885940552,0.44314,1.3361892366740935,0.028446842969684243,0.013022201135754585,0.37555,0.39035,0.01479999999999998,2.3419069175720213,2.1541705696105957,0.18773634796142558,1289.2702021040022
3,4,1.9837059255981446,1.9176850755310058,0.26189968128204344,0.5459302574920655,0.44705,1.2611197413101487,0.027278492169843002,0.014361830428242683,0.3807,0.3915,0.010800000000000032,2.2559054252624513,2.1484845012664793,0.10742092399597203,1364.923745447013
3,5,1.9706931844329834,1.9054462744522094,0.2597994480419159,0.2970512685012817,0.44937,1.190267784135798,0.0258262716319083,0.013609631918370724,0.3833,0.39525,0.011950000000000016,2.20980094203949,2.1392913299560545,0.07050961208343542,1440.4818857510109
3,6,1.9626710304260253,1.8979611545562745,0.2579753269481659,0.2160395268535614,0.45147,1.1233964163305585,0.024125939845167744,0.01438867300748825,0.38735,0.39325,0.005899999999999961,2.1808411891937256,2.135498233985901,0.04534295520782461,1516.6332158989972
3,7,1.9540979096221924,1.8897637610626221,0.2565752751350403,0.190327850356102,0.45404,1.0602820012814511,0.022219364621288543,0.014232184737920761,0.391,0.39755,0.00655,2.1581161254882812,2.1271590614318847,0.030957064056396533,1592.6428257480147
3,8,1.9481205396652221,1.88405629032135,0.2555480550384521,0.17723420229911804,0.45415,1.0007134666794277,0.020153492169843003,0.014383244328200817,0.39415,0.3983,0.004149999999999987,2.1460713445663453,2.127417304611206,0.018654039955139368,1668.4216191759915
3,9,1.9421640325164795,1.8786043535995482,0.2535543505716324,0.17109386657238007,0.45479,0.9444915986343616,0.017979191126823293,0.01441321149468422,0.39685,0.39545,0.0013999999999999568,2.137325728225708,2.1276714445114138,0.00965428371429411,1744.5873566999799
3,10,1.9374862783432008,1.8740124237823486,0.25320463886260985,0.17269835899829863,0.45685,0.8914283754479135,0.01575,0.014837589114904404,0.3971,0.3983,0.0011999999999999789,2.1298490173339846,2.119854964065552,0.009994053268432612,1820.4245401649969
3,11,1.9331634827041626,1.869904100379944,0.25234418117523194,0.17333406996250153,0.45801,0.8413463388162279,0.013520808873176714,0.01632724329829216,0.3989,0.39955,0.0006500000000000394,2.124872833633423,2.1208252559661864,0.004047577667236624,1896.2411859119893
3,12,1.9294456688690185,1.8662841923522948,0.25193869776248934,0.17679937156677247,0.45839,0.7940780003595833,0.011346507830157,0.017859235405921936,0.39955,0.4004,0.0008499999999999619,2.120712292480469,2.1189275108337404,0.0017847816467284616,1972.3196109579876
3,13,1.926979362449646,1.8639590704727174,0.2513671644067764,0.1785006746339798,0.45841,0.749465281494266,0.009280635378711459,0.017881648615002632,0.4011,0.4009,0.00020000000000003348,2.1183964668273925,2.11892453250885,0.0005280656814576901,2048.095855979016
3,14,1.9231004212951661,1.8602065503311158,0.2508567391061783,0.17968399748325348,0.46092,0.7073589847734414,0.00737406015483226,0.019060956314206123,0.401,0.3997,0.0013000000000000234,2.1152266939163207,2.1120598245620728,0.0031668693542479254,2124.2219735669787
3,15,1.920557760696411,1.8577944126129151,0.2503236689567566,0.18242466184139253,0.46098,0.6676182949290386,0.005673728368091699,0.02031601592898369,0.4011,0.40295,0.0018499999999999628,2.1129933134078978,2.1127701416015623,0.00022317180633546485,2199.80927404901
3,16,1.9180111933135986,1.8553429012298583,0.24994626042842866,0.18172620446681975,0.46036,0.630110307945991,0.004221507830157001,0.020865431055426598,0.4019,0.3995,0.0023999999999999577,2.111713619995117,2.1138523511886596,0.0021387311935425757,2275.44615457498
3,17,1.9142332322692872,1.8518015572357178,0.2489977075958252,0.1822480524778366,0.46172,0.594709586593928,0.0030531570303157594,0.023514654487371445,0.4017,0.4017,0.0,2.1104658489227295,2.110327275466919,0.00013857345581058667,2351.2177114399965
3,18,1.9118358407592773,1.8494335822296142,0.24887337584495545,0.18391761268615722,0.46303,0.5612977409298878,0.0021974446427940626,0.02403017319738865,0.4017,0.40015,0.0015499999999999958,2.109070067214966,2.1085526847839358,0.0005173824310302777,2427.066296472971
3,19,1.909324765396118,1.84702351436615,0.24846734429359435,0.18441483492851257,0.4631,0.5297630323691376,0.0016754411465192884,0.027452411130070686,0.40135,0.40005,0.0012999999999999678,2.1081592010498045,2.113108741760254,0.004949540710449618,2503.0248147730017
